,property_id,check_in_date,room_category,successful_bookings,capacity
7282,19559,2022-07-12,rt3,15,27
7283,19559,2022-07-12,rt4,2,3
7284,19560,2022-07-12,rt1,15,26
7285,19560,2022-07-12,rt2,22,38
7286,19560,2022-07-12,rt3,13,19
7287,19560,2022-07-12,rt4,10,16
7288,19561,2022-07-12,rt1,18,36
7289,19561,2022-07-12,rt2,22,45
7290,19561,2022-07-12,rt3,14,29
7291,19561,2022-07-12,rt4,4,7
7292,19562,2022-07-12,rt1,18,30
7293,19562,2022-07-12,rt2,15,23
7294,19562,2022-07-12,rt3,18,29
7295,19562,2022-07-12,rt4,8,14
7296,19563,2022-07-12,rt3,16,29
7297,19563,2022-07-12,rt1,15,30
7298,19563,2022-07-12,rt2,22,45
7299,19563,2022-07-12,rt4,3,6
7300,16558,2022-07-13,rt1,10,19
7301,16558,2022-07-13,rt2,12,22
7302,16558,2022-07-13,rt3,6,8
7303,16558,2022-07-13,rt4,2,3
7304,16559,2022-07-13,rt2,27,41
7305,16559,2022-07-13,rt1,19,30
7306,16559,2022-07-13,rt3,23,32
7307,16559,2022-07-13,rt4,12,18
7308,16560,2022-07-13,rt1,19,34
7309,16560,2022-07-13,rt2,19,34
7310,16560,2022-07-13,rt3,10,20
7311,16560,2022-07-13,rt4,4,7
7312,16561,2022-07-13,rt1,11,18
7313,16561,2022-07-13,rt2,16,24
7314,16561,2022-07-13,rt3,13,21
7315,16561,2022-07-13,rt4,6,10
7316,16562,2022-07-13,rt1,14,31
7317,16562,2022-07-13,rt2,23,43
7318,16562,2022-07-13,rt3,11,18
7319,16562,2022-07-13,rt4,3,6
7320,16563,2022-07-13,rt1,27,41
7321,16563,2022-07-13,rt2,20,38
7322,16563,2022-07-13,rt3,11,20
7323,16563,2022-07-13,rt4,12,18
7324,17558,2022-07-13,rt1,11,19
7325,17558,2022-07-13,rt2,26,50
7326,17558,2022-07-13,rt3,15,27
7327,17558,2022-07-13,rt4,3,6
7328,17559,2022-07-13,rt1,18,32
7329,17559,2022-07-13,rt2,26,39
7330,17559,2022-07-13,rt3,11,16
7331,17559,2022-07-13,rt4,9,14
7332,17560,2022-07-13,rt1,21,40
7333,17560,2022-07-13,rt2,21,45
7334,17560,2022-07-13,rt3,13,25
7335,17560,2022-07-13,rt4,6,13
7336,17561,2022-07-13,rt1,15,26
7337,17561,2022-07-13,rt2,23,36
7338,17561,2022-07-13,rt3,10,19
7339,17561,2022-07-13,rt4,3,4
7340,17562,2022-07-13,rt1,9,20
7341,17562,2022-07-13,rt2,13,30
7342,17562,2022-07-13,rt3,11,27
7343,17562,2022-07-13,rt4,3,6
7344,17563,2022-07-13,rt1,16,25
7345,17563,2022-07-13,rt2,28,44
7346,17563,2022-07-13,rt3,8,16
7347,17563,2022-07-13,rt4,11,19
7348,17564,2022-07-13,rt1,6,16
7349,17564,2022-07-13,rt2,16,40
7350,17564,2022-07-13,rt3,11,24
7351,17564,2022-07-13,rt4,6,17
7352,18558,2022-07-13,rt1,7,15
7353,18558,2022-07-13,rt2,18,30
7354,18558,2022-07-13,rt3,13,26
7355,18558,2022-07-13,rt4,9,20
7356,18559,2022-07-13,rt1,19,42
7357,18559,2022-07-13,rt2,18,44
7358,18559,2022-07-13,rt3,10,23
7359,18559,2022-07-13,rt4,8,19
7360,18560,2022-07-13,rt1,19,30
7361,18560,2022-07-13,rt2,27,40
7362,18560,2022-07-13,rt3,15,24
7363,18560,2022-07-13,rt4,10,15
7364,18561,2022-07-13,rt1,23,33
7365,18561,2022-07-13,rt2,23,40
7366,18561,2022-07-13,rt3,13,25
7367,18561,2022-07-13,rt4,5,9
7368,18562,2022-07-13,rt1,26,38
7369,18562,2022-07-13,rt2,22,34
7370,18562,2022-07-13,rt3,18,29
7371,18562,2022-07-13,rt4,12,20
7372,18563,2022-07-13,rt1,14,27
7373,18563,2022-07-13,rt2,15,29
7374,18563,2022-07-13,rt3,12,23
7375,18563,2022-07-13,rt4,9,18
7376,19558,2022-07-13,rt1,17,40
7377,19558,2022-07-13,rt2,17,39
7378,19558,2022-07-13,rt3,8,21
7379,19558,2022-07-13,rt4,3,7
7380,19559,2022-07-13,rt1,12,24
7381,19559,2022-07-13,rt2,21,41
7382,19559,2022-07-13,rt3,12,27
7383,19559,2022-07-13,rt4,2,3
7384,19560,2022-07-13,rt1,19,26
7385,19560,2022-07-13,rt2,23,38
7386,19560,2022-07-13,rt3,12,19
7387,19560,2022-07-13,rt4,10,16
7388,19561,2022-07-13,rt1,20,36
7389,19561,2022-07-13,rt2,24,45
7390,19561,2022-07-13,rt3,14,29
7391,19561,2022-07-13,rt4,4,7
7392,19562,2022-07-13,rt1,19,30
7393,19562,2022-07-13,rt2,13,23
7394,19562,2022-07-13,rt3,19,29
7395,19562,2022-07-13,rt4,9,14
7396,19563,2022-07-13,rt3,16,29
7397,19563,2022-07-13,rt1,17,30
7398,19563,2022-07-13,rt2,22,45
7399,19563,2022-07-13,rt4,3,6
7400,16558,2022-07-14,rt1,13,19
7401,16558,2022-07-14,rt2,14,22
7402,16558,2022-07-14,rt3,5,8
7403,16558,2022-07-14,rt4,2,3
7404,16559,2022-07-14,rt1,21,30
7405,16559,2022-07-14,rt2,23,41
7406,16559,2022-07-14,rt3,20,32
7407,16559,2022-07-14,rt4,12,18
7408,16560,2022-07-14,rt1,19,34
7409,16560,2022-07-14,rt2,16,34
7410,16560,2022-07-14,rt3,10,20
7411,16560,2022-07-14,rt4,4,7
7412,16561,2022-07-14,rt1,10,18
7413,16561,2022-07-14,rt2,14,24
7414,16561,2022-07-14,rt3,15,21
7415,16561,2022-07-14,rt4,6,10
7416,16562,2022-07-14,rt1,15,31
7417,16562,2022-07-14,rt2,20,43
7418,16562,2022-07-14,rt3,9,18
7419,16562,2022-07-14,rt4,3,6
7420,16563,2022-07-14,rt1,25,41
7421,16563,2022-07-14,rt2,26,38
7422,16563,2022-07-14,rt3,12,20
7423,16563,2022-07-14,rt4,11,18
7424,17558,2022-07-14,rt1,10,19
7425,17558,2022-07-14,rt2,25,50
7426,17558,2022-07-14,rt3,15,27
7427,17558,2022-07-14,rt4,3,6
7428,17559,2022-07-14,rt1,19,32
7429,17559,2022-07-14,rt2,23,39
7430,17559,2022-07-14,rt3,9,16
7431,17559,2022-07-14,rt4,10,14
7432,17560,2022-07-14,rt1,22,40
7433,17560,2022-07-14,rt2,26,45
7434,17560,2022-07-14,rt3,14,25
7435,17560,2022-07-14,rt4,6,13
7436,17561,2022-07-14,rt1,17,26
7437,17561,2022-07-14,rt2,24,36
7438,17561,2022-07-14,rt3,14,19
7439,17561,2022-07-14,rt4,3,4
7440,17562,2022-07-14,rt1,10,20
7441,17562,2022-07-14,rt2,12,30
7442,17562,2022-07-14,rt3,12,27
7443,17562,2022-07-14,rt4,3,6
7444,17563,2022-07-14,rt1,16,25
7445,17563,2022-07-14,rt2,31,44
7446,17563,2022-07-14,rt3,9,16
7447,17563,2022-07-14,rt4,12,19
7448,17564,2022-07-14,rt1,6,16
7449,17564,2022-07-14,rt2,19,40
7450,17564,2022-07-14,rt3,10,24
7451,17564,2022-07-14,rt4,7,17
7452,18558,2022-07-14,rt1,8,15
7453,18558,2022-07-14,rt2,16,30
7454,18558,2022-07-14,rt3,13,26
7455,18558,2022-07-14,rt4,10,20
7456,18559,2022-07-14,rt1,19,42
7457,18559,2022-07-14,rt2,17,44
7458,18559,2022-07-14,rt3,9,23
7459,18559,2022-07-14,rt4,7,19
7460,18560,2022-07-14,rt1,18,30
7461,18560,2022-07-14,rt2,23,40
7462,18560,2022-07-14,rt3,13,24
7463,18560,2022-07-14,rt4,9,15
7464,18561,2022-07-14,rt1,18,33
7465,18561,2022-07-14,rt2,26,40
7466,18561,2022-07-14,rt3,15,25
7467,18561,2022-07-14,rt4,6,9
7468,18562,2022-07-14,rt1,26,38
7469,18562,2022-07-14,rt2,24,34
7470,18562,2022-07-14,rt3,20,29
7471,18562,2022-07-14,rt4,12,20
7472,18563,2022-07-14,rt1,13,27
7473,18563,2022-07-14,rt2,15,29
7474,18563,2022-07-14,rt3,12,23
7475,18563,2022-07-14,rt4,10,18
7476,19558,2022-07-14,rt1,18,40
7477,19558,2022-07-14,rt2,17,39
7478,19558,2022-07-14,rt3,8,21
7479,19558,2022-07-14,rt4,3,7
7480,19559,2022-07-14,rt1,13,24
7481,19559,2022-07-14,rt2,23,41
7482,19559,2022-07-14,rt3,15,27
7483,19559,2022-07-14,rt4,2,3
7484,19560,2022-07-14,rt1,17,26
7485,19560,2022-07-14,rt2,25,38
7486,19560,2022-07-14,rt3,11,19
7487,19560,2022-07-14,rt4,10,16
7488,19561,2022-07-14,rt1,19,36
7489,19561,2022-07-14,rt2,24,45
7490,19561,2022-07-14,rt3,15,29
7491,19561,2022-07-14,rt4,4,7
7492,19562,2022-07-14,rt1,19,30
7493,19562,2022-07-14,rt2,16,23
7494,19562,2022-07-14,rt3,19,29
7495,19562,2022-07-14,rt4,10,14
7496,19563,2022-07-14,rt1,15,30
7497,19563,2022-07-14,rt2,25,45
7498,19563,2022-07-14,rt3,14,29
7499,19563,2022-07-14,rt4,3,6
7500,16558,2022-07-15,rt1,11,19
7501,16558,2022-07-15,rt2,13,22
7502,16558,2022-07-15,rt3,5,8
7503,16558,2022-07-15,rt4,2,3
7504,16559,2022-07-15,rt1,18,30
7505,16559,2022-07-15,rt2,28,41
7506,16559,2022-07-15,rt3,19,32
7507,16559,2022-07-15,rt4,9,18
7508,16560,2022-07-15,rt1,18,34
7509,16560,2022-07-15,rt2,17,34
7510,16560,2022-07-15,rt3,11,20
7511,16560,2022-07-15,rt4,3,7
7512,16561,2022-07-15,rt1,13,18
7513,16561,2022-07-15,rt2,16,24
7514,16561,2022-07-15,rt3,13,21
7515,16561,2022-07-15,rt4,5,10
7516,16562,2022-07-15,rt1,14,31
7517,16562,2022-07-15,rt2,22,43
7518,16562,2022-07-15,rt3,9,18
7519,16562,2022-07-15,rt4,4,6
7520,16563,2022-07-15,rt1,23,41
7521,16563,2022-07-15,rt2,25,38
7522,16563,2022-07-15,rt3,12,20
7523,16563,2022-07-15,rt4,13,18
7524,17558,2022-07-15,rt1,9,19
7525,17558,2022-07-15,rt2,28,50
7526,17558,2022-07-15,rt3,13,27
7527,17558,2022-07-15,rt4,4,6
7528,17559,2022-07-15,rt1,19,32
7529,17559,2022-07-15,rt2,21,39
7530,17559,2022-07-15,rt3,10,16
7531,17559,2022-07-15,rt4,9,14
7532,17560,2022-07-15,rt1,21,40
7533,17560,2022-07-15,rt2,23,45
7534,17560,2022-07-15,rt3,12,25
7535,17560,2022-07-15,rt4,6,13
7536,17561,2022-07-15,rt1,15,26
7537,17561,2022-07-15,rt2,23,36
7538,17561,2022-07-15,rt3,12,19
7539,17561,2022-07-15,rt4,3,4
7540,17562,2022-07-15,rt1,8,20
7541,17562,2022-07-15,rt2,13,30
7542,17562,2022-07-15,rt3,12,27
7543,17562,2022-07-15,rt4,3,6
7544,17563,2022-07-15,rt1,15,25
7545,17563,2022-07-15,rt2,29,44
7546,17563,2022-07-15,rt3,10,16
7547,17563,2022-07-15,rt4,13,19
7548,17564,2022-07-15,rt1,7,16
7549,17564,2022-07-15,rt2,17,40
7550,17564,2022-07-15,rt3,11,24
7551,17564,2022-07-15,rt4,8,17
7552,18558,2022-07-15,rt1,8,15
7553,18558,2022-07-15,rt2,15,30
7554,18558,2022-07-15,rt3,14,26
7555,18558,2022-07-15,rt4,10,20
7556,18559,2022-07-15,rt1,17,42
7557,18559,2022-07-15,rt2,20,44
7558,18559,2022-07-15,rt3,11,23
7559,18559,2022-07-15,rt4,9,19
7560,18560,2022-07-15,rt1,21,30
7561,18560,2022-07-15,rt2,25,40
7562,18560,2022-07-15,rt3,14,24
7563,18560,2022-07-15,rt4,11,15
7564,18561,2022-07-15,rt1,22,33
7565,18561,2022-07-15,rt2,25,40
7566,18561,2022-07-15,rt3,14,25
7567,18561,2022-07-15,rt4,5,9
7568,18562,2022-07-15,rt1,20,38
7569,18562,2022-07-15,rt2,20,34
7570,18562,2022-07-15,rt3,19,29
7571,18562,2022-07-15,rt4,13,20
7572,18563,2022-07-15,rt1,15,27
7573,18563,2022-07-15,rt2,14,29
7574,18563,2022-07-15,rt3,11,23
7575,18563,2022-07-15,rt4,9,18
7576,19558,2022-07-15,rt1,15,40
7577,19558,2022-07-15,rt2,18,39
7578,19558,2022-07-15,rt3,8,21
7579,19558,2022-07-15,rt4,3,7
7580,19559,2022-07-15,rt1,12,24
7581,19559,2022-07-15,rt2,19,41
7582,19559,2022-07-15,rt3,13,27
7583,19559,2022-07-15,rt4,2,3
7584,19560,2022-07-15,rt1,17,26
7585,19560,2022-07-15,rt2,25,38
7586,19560,2022-07-15,rt3,11,19
7587,19560,2022-07-15,rt4,9,16
7588,19561,2022-07-15,rt1,19,36
7589,19561,2022-07-15,rt2,20,45
7590,19561,2022-07-15,rt3,13,29
7591,19561,2022-07-15,rt4,4,7
7592,19562,2022-07-15,rt1,20,30
7593,19562,2022-07-15,rt2,14,23
7594,19562,2022-07-15,rt3,21,29
7595,19562,2022-07-15,rt4,9,14
7596,19563,2022-07-15,rt1,17,30
7597,19563,2022-07-15,rt2,20,45
7598,19563,2022-07-15,rt3,13,29
7599,19563,2022-07-15,rt4,4,6
7600,16558,2022-07-16,rt1,16,19
7601,16558,2022-07-16,rt2,20,22
7602,16558,2022-07-16,rt3,8,8
7603,16558,2022-07-16,rt4,3,3
7604,16559,2022-07-16,rt2,39,41
7605,16559,2022-07-16,rt1,29,30
7606,16559,2022-07-16,rt3,29,32
7607,16559,2022-07-16,rt4,16,18
7608,16560,2022-07-16,rt1,25,34
7609,16560,2022-07-16,rt2,24,34
7610,16560,2022-07-16,rt3,15,20
7611,16560,2022-07-16,rt4,5,7
7612,16561,2022-07-16,rt1,17,18
7613,16561,2022-07-16,rt2,20,24
7614,16561,2022-07-16,rt3,19,21
7615,16561,2022-07-16,rt4,10,10
7616,16562,2022-07-16,rt1,22,31
7617,16562,2022-07-16,rt2,33,43
7618,16562,2022-07-16,rt3,13,18
7619,16562,2022-07-16,rt4,4,6
7620,16563,2022-07-16,rt1,34,41
7621,16563,2022-07-16,rt2,37,38
7622,16563,2022-07-16,rt3,17,20
7623,16563,2022-07-16,rt4,15,18
7624,17558,2022-07-16,rt1,14,19
7625,17558,2022-07-16,rt2,36,50
7626,17558,2022-07-16,rt3,21,27
7627,17558,2022-07-16,rt4,5,6
7628,17559,2022-07-16,rt1,29,32
7629,17559,2022-07-16,rt2,35,39
7630,17559,2022-07-16,rt3,15,16
7631,17559,2022-07-16,rt4,13,14
7632,17560,2022-07-16,rt1,31,40
7633,17560,2022-07-16,rt2,35,45
7634,17560,2022-07-16,rt3,19,25
7635,17560,2022-07-16,rt4,10,13
7636,17561,2022-07-16,rt1,25,26
7637,17561,2022-07-16,rt2,33,36
7638,17561,2022-07-16,rt3,19,19
7639,17561,2022-07-16,rt4,4,4
7640,17562,2022-07-16,rt1,13,20
7641,17562,2022-07-16,rt2,19,30
7642,17562,2022-07-16,rt3,17,27
7643,17562,2022-07-16,rt4,4,6
7644,17563,2022-07-16,rt1,21,25
7645,17563,2022-07-16,rt2,38,44
7646,17563,2022-07-16,rt3,14,16
7647,17563,2022-07-16,rt4,16,19
7648,17564,2022-07-16,rt1,11,16
7649,17564,2022-07-16,rt2,26,40
7650,17564,2022-07-16,rt3,14,24
7651,17564,2022-07-16,rt4,10,17
7652,18558,2022-07-16,rt1,11,15
7653,18558,2022-07-16,rt2,22,30
7654,18558,2022-07-16,rt3,20,26
7655,18558,2022-07-16,rt4,15,20
7656,18559,2022-07-16,rt1,25,42
7657,18559,2022-07-16,rt2,28,44
7658,18559,2022-07-16,rt3,15,23
7659,18559,2022-07-16,rt4,12,19
7660,18560,2022-07-16,rt1,25,30
7661,18560,2022-07-16,rt2,34,40
7662,18560,2022-07-16,rt3,21,24
7663,18560,2022-07-16,rt4,13,15
7664,18561,2022-07-16,rt1,29,33
7665,18561,2022-07-16,rt2,38,40
7666,18561,2022-07-16,rt3,24,25
7667,18561,2022-07-16,rt4,9,9
7668,18562,2022-07-16,rt1,35,38
7669,18562,2022-07-16,rt2,30,34
7670,18562,2022-07-16,rt3,26,29
7671,18562,2022-07-16,rt4,18,20
7672,18563,2022-07-16,rt1,19,27
7673,18563,2022-07-16,rt2,22,29
7674,18563,2022-07-16,rt3,17,23
7675,18563,2022-07-16,rt4,13,18
7676,19558,2022-07-16,rt1,24,40
7677,19558,2022-07-16,rt2,26,39
7678,19558,2022-07-16,rt3,12,21
7679,19558,2022-07-16,rt4,5,7
7680,19559,2022-07-16,rt1,18,24
7681,19559,2022-07-16,rt2,28,41
7682,19559,2022-07-16,rt3,21,27
7683,19559,2022-07-16,rt4,2,3
7684,19560,2022-07-16,rt1,25,26
7685,19560,2022-07-16,rt2,36,38
7686,19560,2022-07-16,rt3,16,19
7687,19560,2022-07-16,rt4,13,16
7688,19561,2022-07-16,rt1,27,36
7689,19561,2022-07-16,rt2,31,45
7690,19561,2022-07-16,rt3,22,29
7691,19561,2022-07-16,rt4,6,7
7692,19562,2022-07-16,rt1,28,30
7693,19562,2022-07-16,rt2,22,23
7694,19562,2022-07-16,rt3,25,29
7695,19562,2022-07-16,rt4,13,14
7696,19563,2022-07-16,rt3,21,29
7697,19563,2022-07-16,rt1,21,30
7698,19563,2022-07-16,rt2,32,45
7699,19563,2022-07-16,rt4,5,6
7700,16558,2022-07-17,rt1,13,19
7701,16558,2022-07-17,rt2,17,22
7702,16558,2022-07-17,rt3,5,8
7703,16558,2022-07-17,rt4,2,3
7704,16559,2022-07-17,rt1,25,30
7705,16559,2022-07-17,rt2,28,41
7706,16559,2022-07-17,rt3,21,32
7707,16559,2022-07-17,rt4,12,18
7708,16560,2022-07-17,rt1,20,34
7709,16560,2022-07-17,rt2,19,34
7710,16560,2022-07-17,rt3,12,20
7711,16560,2022-07-17,rt4,5,7
7712,16561,2022-07-17,rt1,13,18
7713,16561,2022-07-17,rt2,18,24
7714,16561,2022-07-17,rt3,15,21
7715,16561,2022-07-17,rt4,6,10
7716,16562,2022-07-17,rt1,18,31
7717,16562,2022-07-17,rt2,28,43
7718,16562,2022-07-17,rt3,10,18
7719,16562,2022-07-17,rt4,3,6
7720,16563,2022-07-17,rt1,31,41
7721,16563,2022-07-17,rt2,32,38
7722,16563,2022-07-17,rt3,13,20
7723,16563,2022-07-17,rt4,14,18
7724,17558,2022-07-17,rt1,12,19
7725,17558,2022-07-17,rt2,31,50
7726,17558,2022-07-17,rt3,16,27
7727,17558,2022-07-17,rt4,4,6
7728,17559,2022-07-17,rt1,21,32
7729,17559,2022-07-17,rt2,32,39
7730,17559,2022-07-17,rt3,12,16
7731,17559,2022-07-17,rt4,9,14
7732,17560,2022-07-17,rt1,24,40
7733,17560,2022-07-17,rt2,28,45
7734,17560,2022-07-17,rt3,14,25
7735,17560,2022-07-17,rt4,7,13
7736,17561,2022-07-17,rt1,19,26
7737,17561,2022-07-17,rt2,28,36
7738,17561,2022-07-17,rt3,14,19
7739,17561,2022-07-17,rt4,3,4
7740,17562,2022-07-17,rt1,11,20
7741,17562,2022-07-17,rt2,14,30
7742,17562,2022-07-17,rt3,12,27
7743,17562,2022-07-17,rt4,2,6
7744,17563,2022-07-17,rt1,21,25
7745,17563,2022-07-17,rt2,35,44
7746,17563,2022-07-17,rt3,14,16
7747,17563,2022-07-17,rt4,16,19
7748,17564,2022-07-17,rt1,9,16
7749,17564,2022-07-17,rt2,19,40
7750,17564,2022-07-17,rt3,11,24
7751,17564,2022-07-17,rt4,9,17
7752,18558,2022-07-17,rt1,9,15
7753,18558,2022-07-17,rt2,18,30
7754,18558,2022-07-17,rt3,16,26
7755,18558,2022-07-17,rt4,12,20
7756,18559,2022-07-17,rt1,18,42
7757,18559,2022-07-17,rt2,25,44
7758,18559,2022-07-17,rt3,13,23
7759,18559,2022-07-17,rt4,8,19
7760,18560,2022-07-17,rt1,22,30
7761,18560,2022-07-17,rt2,32,40
7762,18560,2022-07-17,rt3,16,24
7763,18560,2022-07-17,rt4,13,15
7764,18561,2022-07-17,rt1,24,33
7765,18561,2022-07-17,rt2,28,40
7766,18561,2022-07-17,rt3,17,25
7767,18561,2022-07-17,rt4,7,9
7768,18562,2022-07-17,rt1,29,38
7769,18562,2022-07-17,rt2,28,34
7770,18562,2022-07-17,rt3,21,29
7771,18562,2022-07-17,rt4,16,20
7772,18563,2022-07-17,rt1,16,27
7773,18563,2022-07-17,rt2,16,29
7774,18563,2022-07-17,rt3,15,23
7775,18563,2022-07-17,rt4,11,18
7776,19558,2022-07-17,rt1,20,40
7777,19558,2022-07-17,rt2,21,39
7778,19558,2022-07-17,rt3,12,21
7779,19558,2022-07-17,rt4,3,7
7780,19559,2022-07-17,rt1,15,24
7781,19559,2022-07-17,rt2,23,41
7782,19559,2022-07-17,rt3,15,27
7783,19559,2022-07-17,rt4,2,3
7784,19560,2022-07-17,rt1,19,26
7785,19560,2022-07-17,rt2,30,38
7786,19560,2022-07-17,rt3,15,19
7787,19560,2022-07-17,rt4,12,16
7788,19561,2022-07-17,rt1,20,36
7789,19561,2022-07-17,rt2,29,45
7790,19561,2022-07-17,rt3,17,29
7791,19561,2022-07-17,rt4,4,7
7792,19562,2022-07-17,rt1,20,30
7793,19562,2022-07-17,rt2,18,23
7794,19562,2022-07-17,rt3,20,29
7795,19562,2022-07-17,rt4,9,14
7796,19563,2022-07-17,rt1,17,30
7797,19563,2022-07-17,rt2,27,45
7798,19563,2022-07-17,rt3,18,29
7799,19563,2022-07-17,rt4,3,6
7800,16558,2022-07-18,rt1,9,19
7801,16558,2022-07-18,rt2,11,22
7802,16558,2022-07-18,rt3,3,8
7803,16558,2022-07-18,rt4,2,3
7804,16559,2022-07-18,rt1,16,30
7805,16559,2022-07-18,rt2,23,41
7806,16559,2022-07-18,rt3,17,32
7807,16559,2022-07-18,rt4,8,18
7808,16560,2022-07-18,rt1,15,34
7809,16560,2022-07-18,rt2,15,34
7810,16560,2022-07-18,rt3,8,20
7811,16560,2022-07-18,rt4,2,7
7812,16561,2022-07-18,rt1,9,18
7813,16561,2022-07-18,rt2,12,24
7814,16561,2022-07-18,rt3,12,21
7815,16561,2022-07-18,rt4,5,10
7816,16562,2022-07-18,rt1,11,31
7817,16562,2022-07-18,rt2,20,43
7818,16562,2022-07-18,rt3,7,18
7819,16562,2022-07-18,rt4,3,6
7820,16563,2022-07-18,rt1,20,41
7821,16563,2022-07-18,rt2,18,38
7822,16563,2022-07-18,rt3,10,20
7823,16563,2022-07-18,rt4,9,18
7824,17558,2022-07-18,rt1,8,19
7825,17558,2022-07-18,rt2,20,50
7826,17558,2022-07-18,rt3,11,27
7827,17558,2022-07-18,rt4,2,6
7828,17559,2022-07-18,rt1,17,32
7829,17559,2022-07-18,rt2,20,39
7830,17559,2022-07-18,rt3,9,16
7831,17559,2022-07-18,rt4,8,14
7832,17560,2022-07-18,rt1,19,40
7833,17560,2022-07-18,rt2,20,45
7834,17560,2022-07-18,rt3,11,25
7835,17560,2022-07-18,rt4,4,13
7836,17561,2022-07-18,rt1,11,26
7837,17561,2022-07-18,rt2,20,36
7838,17561,2022-07-18,rt3,11,19
7839,17561,2022-07-18,rt4,3,4
7840,17562,2022-07-18,rt1,7,20
7841,17562,2022-07-18,rt2,11,30
7842,17562,2022-07-18,rt3,10,27
7843,17562,2022-07-18,rt4,2,6
7844,17563,2022-07-18,rt1,14,25
7845,17563,2022-07-18,rt2,22,44
7846,17563,2022-07-18,rt3,9,16
7847,17563,2022-07-18,rt4,10,19
7848,17564,2022-07-18,rt1,5,16
7849,17564,2022-07-18,rt2,16,40
7850,17564,2022-07-18,rt3,7,24
7851,17564,2022-07-18,rt4,5,17
7852,18558,2022-07-18,rt1,7,15
7853,18558,2022-07-18,rt2,11,30
7854,18558,2022-07-18,rt3,10,26
7855,18558,2022-07-18,rt4,9,20
7856,18559,2022-07-18,rt1,17,42
7857,18559,2022-07-18,rt2,16,44
7858,18559,2022-07-18,rt3,7,23
7859,18559,2022-07-18,rt4,7,19
7860,18560,2022-07-18,rt1,16,30
7861,18560,2022-07-18,rt2,17,40
7862,18560,2022-07-18,rt3,14,24
7863,18560,2022-07-18,rt4,8,15
7864,18561,2022-07-18,rt1,15,33
7865,18561,2022-07-18,rt2,21,40
7866,18561,2022-07-18,rt3,14,25
7867,18561,2022-07-18,rt4,3,9
7868,18562,2022-07-18,rt1,20,38
7869,18562,2022-07-18,rt2,17,34
7870,18562,2022-07-18,rt3,16,29
7871,18562,2022-07-18,rt4,10,20
7872,18563,2022-07-18,rt1,10,27
7873,18563,2022-07-18,rt2,12,29
7874,18563,2022-07-18,rt3,10,23
7875,18563,2022-07-18,rt4,7,18
7876,19558,2022-07-18,rt1,12,40
7877,19558,2022-07-18,rt2,15,39
7878,19558,2022-07-18,rt3,9,21
7879,19558,2022-07-18,rt4,3,7
7880,19559,2022-07-18,rt1,11,24
7881,19559,2022-07-18,rt2,19,41
7882,19559,2022-07-18,rt3,11,27
7883,19559,2022-07-18,rt4,1,3
7884,19560,2022-07-18,rt1,14,26
7885,19560,2022-07-18,rt2,16,38
7886,19560,2022-07-18,rt3,9,19
7887,19560,2022-07-18,rt4,8,16
7888,19561,2022-07-18,rt1,16,36
7889,19561,2022-07-18,rt2,16,45
7890,19561,2022-07-18,rt3,13,29
7891,19561,2022-07-18,rt4,3,7
7892,19562,2022-07-18,rt1,17,30
7893,19562,2022-07-18,rt2,13,23
7894,19562,2022-07-18,rt3,15,29
7895,19562,2022-07-18,rt4,7,14
7896,19563,2022-07-18,rt1,11,30
7897,19563,2022-07-18,rt2,20,45
7898,19563,2022-07-18,rt3,11,29
7899,19563,2022-07-18,rt4,2,6
7900,16558,2022-07-19,rt1,12,19
7901,16558,2022-07-19,rt2,11,22
7902,16558,2022-07-19,rt3,4,8
7903,16558,2022-07-19,rt4,3,3
7904,16559,2022-07-19,rt2,23,41
7905,16559,2022-07-19,rt1,16,30
7906,16559,2022-07-19,rt3,14,32
7907,16559,2022-07-19,rt4,9,18
7908,16560,2022-07-19,rt1,14,34
7909,16560,2022-07-19,rt2,15,34
7910,16560,2022-07-19,rt3,8,20
7911,16560,2022-07-19,rt4,3,7
7912,16561,2022-07-19,rt1,10,18
7913,16561,2022-07-19,rt2,14,24
7914,16561,2022-07-19,rt3,10,21
7915,16561,2022-07-19,rt4,5,10
7916,16562,2022-07-19,rt1,13,31
7917,16562,2022-07-19,rt2,20,43
7918,16562,2022-07-19,rt3,9,18
7919,16562,2022-07-19,rt4,3,6
7920,16563,2022-07-19,rt1,21,41
7921,16563,2022-07-19,rt2,20,38
7922,16563,2022-07-19,rt3,11,20
7923,16563,2022-07-19,rt4,9,18
7924,17558,2022-07-19,rt1,7,19
7925,17558,2022-07-19,rt2,18,50
7926,17558,2022-07-19,rt3,11,27
7927,17558,2022-07-19,rt4,3,6
7928,17559,2022-07-19,rt1,18,32
7929,17559,2022-07-19,rt2,18,39
7930,17559,2022-07-19,rt3,7,16
7931,17559,2022-07-19,rt4,6,14
7932,17560,2022-07-19,rt1,15,40
7933,17560,2022-07-19,rt2,18,45
7934,17560,2022-07-19,rt3,9,25
7935,17560,2022-07-19,rt4,4,13
7936,17561,2022-07-19,rt1,15,26
7937,17561,2022-07-19,rt2,17,36
7938,17561,2022-07-19,rt3,9,19
7939,17561,2022-07-19,rt4,3,4
7940,17562,2022-07-19,rt1,7,20
7941,17562,2022-07-19,rt2,10,30
7942,17562,2022-07-19,rt3,9,27
7943,17562,2022-07-19,rt4,3,6
7944,17563,2022-07-19,rt1,10,25
7945,17563,2022-07-19,rt2,27,44
7946,17563,2022-07-19,rt3,8,16
